StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder ID,Post ID,Attribution Presence,Number Attributions,Attribution1,Attribution2,Attribution3,Attribution4,Attribution5,Attribution6,Attribution7,AttributionOther
2025-04-20 13:56:26,2025-04-20 13:56:33,IP Address,217.105.28.30,100,7,True,2025-04-20 13:56:34,R_28UHpYKSzP3KYF4,,,,,52.3975,4.9278,anonymous,EN,Luke,72,No,,,,,,,,,
2025-04-20 13:56:35,2025-04-20 13:57:08,IP Address,217.105.28.30,100,32,True,2025-04-20 13:57:08,R_2jVBeacKS8stzhg,,,,,52.3975,4.9278,anonymous,EN,Luke,73,No,,,,,,,,,
2025-04-20 13:57:10,2025-04-20 13:58:00,IP Address,217.105.28.30,100,49,True,2025-04-20 13:58:00,R_89iVEb7tzyo2x5G,,,,,52.3975,4.9278,anonymous,EN,Luke,74,No,,,,,,,,,
2025-04-20 13:58:13,2025-04-20 13:58:19,IP Address,217.105.28.30,100,6,True,2025-04-20 13:58:20,R_26B79K2vWJT8J1f,,,,,52.3975,4.9278,anonymous,EN,Luke,75,No,,,,,,,,,
2025-04-20 13:58:36,2025-04-20 13:58:41,IP Address,217.105.28.30,100,5,True,2025-04-20 13:58:41,R_2PtAGvhH3OBVIF5,,,,,52.3975,4.9278,anonymous,EN,Luke,76,No,,,,,,,,,
2025-04-20 13:49:10,2025-04-20 14:00:08,IP Address,217.117.235.2,100,657,True,2025-04-20 14:00:08,R_8QfTctFDw0qHWbT,,,,,52.3385,4.9168,anonymous,EN,Francesco,137,No,,,,,,,,,
2025-04-20 13:58:59,2025-04-20 14:00:59,IP Address,217.105.28.30,100,119,True,2025-04-20 14:00:59,R_8nqOTywELEjddrU,,,,,52.3975,4.9278,anonymous,EN,Luke,77,Yes,2,the democrats... illegally leak (Comey) classified information so that a Special Councel will be appointed,the democrats... Collude to make this pile of garbage take on life in Fake News,,,,,,
2025-04-20 14:01:01,2025-04-20 14:01:35,IP Address,217.105.28.30,100,33,True,2025-04-20 14:01:35,R_87QdypKtU7tRUMB,,,,,52.3975,4.9278,anonymous,EN,Luke,78,No,,,,,,,,,
2025-04-20 14:01:36,2025-04-20 14:02:02,IP Address,217.105.28.30,100,25,True,2025-04-20 14:02:02,R_2UIVsWUZn2O79PH,,,,,52.3975,4.9278,anonymous,EN,Luke,79,No,,,,,,,,,
2025-04-20 14:02:03,2025-04-20 14:02:31,IP Address,217.105.28.30,100,28,True,2025-04-20 14:02:32,R_8lgt8jR1JHeS1VL,,,,,52.3975,4.9278,anonymous,EN,Luke,80,No,,,,,,,,,
2025-04-20 14:02:33,2025-04-20 14:02:48,IP Address,217.105.28.30,100,15,True,2025-04-20 14:02:48,R_2qe0ZVANOhwCHww,,,,,52.3975,4.9278,anonymous,EN,Luke,81,No,,,,,,,,,
2025-04-20 14:03:17,2025-04-20 14:03:28,IP Address,217.105.28.30,100,10,True,2025-04-20 14:03:28,R_8BfYP4Nw9DhWSBE,,,,,52.3975,4.9278,anonymous,EN,Luke,82,No,,,,,,,,,
2025-04-20 14:03:55,2025-04-20 14:04:09,IP Address,217.105.28.30,100,14,True,2025-04-20 14:04:10,R_8QOaE7I4VHwNEDD,,,,,52.3975,4.9278,anonymous,EN,Luke,83,No,,,,,,,,,
2025-04-20 14:04:31,2025-04-20 14:04:37,IP Address,217.105.28.30,100,6,True,2025-04-20 14:04:38,R_81RFD7HLg4pHpfD,,,,,52.3975,4.9278,anonymous,EN,Luke,84,No,,,,,,,,,
2025-04-20 14:04:51,2025-04-20 14:05:04,IP Address,217.105.28.30,100,13,True,2025-04-20 14:05:05,R_2QZjpQQ2LI60vuN,,,,,52.3975,4.9278,anonymous,EN,Luke,85,No,,,,,,,,,
2025-04-20 14:05:37,2025-04-20 14:05:46,IP Address,217.105.28.30,100,8,True,2025-04-20 14:05:46,R_2hzsylusKYIXxcZ,,,,,52.3975,4.9278,anonymous,EN,Luke,86,No,,,,,,,,,
2025-04-20 14:05:48,2025-04-20 14:06:10,IP Address,217.105.28.30,100,21,True,2025-04-20 14:06:10,R_2G2OuhjoNJr6UNZ,,,,,52.3975,4.9278,anonymous,EN,Luke,87,No,,,,,,,,,
2025-04-20 14:06:11,2025-04-20 14:08:34,IP Address,217.105.28.30,100,142,True,2025-04-20 14:08:34,R_2QEOLr6kcDEEcLg,,,,,52.3975,4.9278,anonymous,EN,Luke,88,Yes,1,North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government.,,,,,,,
2025-04-20 14:08:49,2025-04-20 14:08:58,IP Address,217.105.28.30,100,9,True,2025-04-20 14:08:59,R_8NQTyS7aVjyNSGl,,,,,52.3975,4.9278,anonymous,EN,Luke,89,No,,,,,,,,,
2025-04-20 14:09:00,2025-04-20 14:09:22,IP Address,217.105.28.30,100,21,True,2025-04-20 14:09:22,R_8mKJ8HTetMsxtbK,,,,,52.3975,4.9278,anonymous,EN,Luke,90,No,,,,,,,,,
2025-04-20 14:09:26,2025-04-20 14:09:37,IP Address,217.105.28.30,100,11,True,2025-04-20 14:09:37,R_8ER65lAmg88lQz9,,,,,52.3975,4.9278,anonymous,EN,Luke,91,No,,,,,,,,,
2025-04-20 14:09:59,2025-04-20 14:10:05,IP Address,217.105.28.30,100,5,True,2025-04-20 14:10:05,R_2FKwZBSvfg92riD,,,,,52.3975,4.9278,anonymous,EN,Luke,92,No,,,,,,,,,
2025-04-20 14:10:22,2025-04-20 14:10:30,IP Address,217.105.28.30,100,7,True,2025-04-20 14:10:30,R_8CyIOYouxK8DRzC,,,,,52.3975,4.9278,anonymous,EN,Luke,93,No,,,,,,,,,
2025-04-20 14:10:43,2025-04-20 14:10:58,IP Address,217.105.28.30,100,15,True,2025-04-20 14:10:59,R_8N8J9PKZ4pCxu4I,,,,,52.3975,4.9278,anonymous,EN,Luke,94,No,,,,,,,,,
2025-04-20 14:11:00,2025-04-20 14:11:15,IP Address,217.105.28.30,100,14,True,2025-04-20 14:11:15,R_8xQxV8TeBTyZEl6,,,,,52.3975,4.9278,anonymous,EN,Luke,95,No,,,,,,,,,
2025-04-20 14:11:44,2025-04-20 14:11:51,IP Address,217.105.28.30,100,7,True,2025-04-20 14:11:51,R_2P529uqF7YwNNNU,,,,,52.3975,4.9278,anonymous,EN,Luke,96,No,,,,,,,,,
2025-04-20 14:11:53,2025-04-20 14:12:05,IP Address,217.105.28.30,100,12,True,2025-04-20 14:12:05,R_22mKIv9iZ6cVSMP,,,,,52.3975,4.9278,anonymous,EN,Luke,97,No,,,,,,,,,
2025-04-20 14:12:07,2025-04-20 14:12:25,IP Address,217.105.28.30,100,17,True,2025-04-20 14:12:25,R_8BRRvwsJQHARrg6,,,,,52.3975,4.9278,anonymous,EN,Luke,98,No,,,,,,,,,
2025-04-20 14:12:34,2025-04-20 14:12:46,IP Address,217.105.28.30,100,12,True,2025-04-20 14:12:47,R_8OUcv7Ps1eB8bHd,,,,,52.3975,4.9278,anonymous,EN,Luke,99,No,,,,,,,,,
2025-04-20 14:12:58,2025-04-20 14:13:04,IP Address,217.105.28.30,100,5,True,2025-04-20 14:13:04,R_8VzbQyRDUkfWzbX,,,,,52.3975,4.9278,anonymous,EN,Luke,100,No,,,,,,,,,
2025-04-20 14:13:17,2025-04-20 14:13:24,IP Address,217.105.28.30,100,6,True,2025-04-20 14:13:24,R_8S1gVArqHVDOnUG,,,,,52.3975,4.9278,anonymous,EN,Luke,101,No,,,,,,,,,
2025-04-20 14:13:26,2025-04-20 14:19:38,IP Address,217.105.28.30,100,372,True,2025-04-20 14:19:38,R_2d5F2AGM8XZZjvU,,,,,52.3975,4.9278,anonymous,EN,Luke,102,No,,,,,,,,,
2025-04-20 14:19:40,2025-04-20 14:20:03,IP Address,217.105.28.30,100,23,True,2025-04-20 14:20:03,R_2pGSpIZgXk3bEfj,,,,,52.3975,4.9278,anonymous,EN,Luke,103,No,,,,,,,,,
2025-04-20 14:20:51,2025-04-20 14:21:33,IP Address,217.105.28.30,100,42,True,2025-04-20 14:21:33,R_82u0MiupWzpxM41,,,,,52.3975,4.9278,anonymous,EN,Luke,104,Yes,1,"Two long running, Obama era, investigations of  two very popular Republican Congressmen were brought to a well publicized charge, just ahead of the Mid-Terms, by the Jeff Sessions Justice Department. ",,,,,,,
2025-04-20 14:21:35,2025-04-20 14:22:04,IP Address,217.105.28.30,100,29,True,2025-04-20 14:22:04,R_8tsPxEgTG0uDi5T,,,,,52.3975,4.9278,anonymous,EN,Luke,105,No,,,,,,,,,
2025-04-20 14:22:53,2025-04-20 14:23:12,IP Address,217.105.28.30,100,18,True,2025-04-20 14:23:12,R_2DOaVlqfd0OLdxd,,,,,52.3975,4.9278,anonymous,EN,Luke,106,No,,,,,,,,,
2025-04-20 14:23:22,2025-04-20 14:23:39,IP Address,217.105.28.30,100,16,True,2025-04-20 14:23:39,R_8FPW2FBTZqAy0ja,,,,,52.3975,4.9278,anonymous,EN,Luke,107,No,,,,,,,,,
2025-04-20 14:23:40,2025-04-20 14:24:00,IP Address,217.105.28.30,100,19,True,2025-04-20 14:24:00,R_2D6D1EYF4Wsalxp,,,,,52.3975,4.9278,anonymous,EN,Luke,108,No,,,,,,,,,
2025-04-20 14:24:01,2025-04-20 14:24:51,IP Address,217.105.28.30,100,49,True,2025-04-20 14:24:51,R_22vCcpuzDFX1GWl,,,,,52.3975,4.9278,anonymous,EN,Luke,109,No,,,,,,,,,
2025-04-20 14:24:58,2025-04-20 14:27:25,IP Address,217.105.28.30,100,146,True,2025-04-20 14:27:25,R_2bcQX9XtZBWNTah,,,,,52.3975,4.9278,anonymous,EN,Luke,110,Yes,1,We are using them to negotiate fair trade deals [and thus] Tariffs will make our country much richer than it is today,,,,,,,
2025-04-20 14:27:26,2025-04-20 14:27:53,IP Address,217.105.28.30,100,26,True,2025-04-20 14:27:53,R_8JFoNJKImMGgjCb,,,,,52.3975,4.9278,anonymous,EN,Luke,111,No,,,,,,,,,
2025-04-20 14:27:55,2025-04-20 14:28:52,IP Address,217.105.28.30,100,57,True,2025-04-20 14:28:52,R_2QYigkn6PnC57Am,,,,,52.3975,4.9278,anonymous,EN,Luke,112,No,,,,,,,,,
2025-04-20 14:28:53,2025-04-20 14:30:07,IP Address,217.105.28.30,100,74,True,2025-04-20 14:30:08,R_2h5XwmyXVpyC3Bd,,,,,52.3975,4.9278,anonymous,EN,Luke,113,Yes,1,"Many Democrats are deeply concerned about the fact that their “leadership” wants to denounce and abandon the great men and women of ICE, thereby declaring war on Law &, Order",,,,,,,
2025-04-20 14:30:20,2025-04-20 14:30:38,IP Address,217.105.28.30,100,17,True,2025-04-20 14:30:38,R_8IZa6KO96wuykpL,,,,,52.3975,4.9278,anonymous,EN,Luke,114,No,,,,,,,,,
2025-04-20 14:30:40,2025-04-20 14:30:56,IP Address,217.105.28.30,100,16,True,2025-04-20 14:30:56,R_8i9RWtgUefcFVbq,,,,,52.3975,4.9278,anonymous,EN,Luke,115,No,,,,,,,,,
2025-04-20 14:31:02,2025-04-20 14:31:44,IP Address,217.105.28.30,100,42,True,2025-04-20 14:31:45,R_2T6d4Zt3HH1e0Fz,,,,,52.3975,4.9278,anonymous,EN,Luke,116,No,,,,,,,,,
2025-04-20 14:32:03,2025-04-20 14:32:30,IP Address,217.105.28.30,100,26,True,2025-04-20 14:32:30,R_8l1DKHCwOqnlmdb,,,,,52.3975,4.9278,anonymous,EN,Luke,117,No,,,,,,,,,
2025-04-20 14:32:39,2025-04-20 14:33:05,IP Address,217.105.28.30,100,25,True,2025-04-20 14:33:05,R_8GUfFEgeXz5NHMt,,,,,52.3975,4.9278,anonymous,EN,Luke,118,No,,,,,,,,,
2025-04-20 14:33:07,2025-04-20 14:34:26,IP Address,217.105.28.30,100,78,True,2025-04-20 14:34:26,R_8c9mCIgMhd6br69,,,,,52.3975,4.9278,anonymous,EN,Luke,119,Yes,1,"The U.S. will continue to promote #ReligiousFreedom around the world. Nations that support religious freedom are far more free, prosperous &, peaceful. Great job",,,,,,,
2025-04-20 14:34:27,2025-04-20 14:34:47,IP Address,217.105.28.30,100,19,True,2025-04-20 14:34:47,R_8LExDigKXc4Vvm9,,,,,52.3975,4.9278,anonymous,EN,Luke,120,No,,,,,,,,,
2025-04-20 14:35:54,2025-04-20 14:36:08,IP Address,217.105.28.30,100,13,True,2025-04-20 14:36:08,R_8wLrhtsL415wHWF,,,,,52.3975,4.9278,anonymous,EN,Luke,121,No,,,,,,,,,
2025-04-20 14:36:21,2025-04-20 14:36:28,IP Address,217.105.28.30,100,6,True,2025-04-20 14:36:28,R_2ogW8bMftongKhb,,,,,52.3975,4.9278,anonymous,EN,Luke,122,No,,,,,,,,,
2025-04-20 14:36:30,2025-04-20 14:37:12,IP Address,217.105.28.30,100,42,True,2025-04-20 14:37:13,R_2t9koRyaJeemL55,,,,,52.3975,4.9278,anonymous,EN,Luke,123,No,,,,,,,,,
2025-04-20 14:37:14,2025-04-20 14:37:52,IP Address,217.105.28.30,100,37,True,2025-04-20 14:37:52,R_81pJXbuZ9xydirq,,,,,52.3975,4.9278,anonymous,EN,Luke,124,No,,,,,,,,,
2025-04-20 14:37:53,2025-04-20 14:38:18,IP Address,217.105.28.30,100,24,True,2025-04-20 14:38:18,R_1DvVloiMpYSclli,,,,,52.3975,4.9278,anonymous,EN,Luke,125,No,,,,,,,,,
2025-04-20 14:38:45,2025-04-20 14:39:00,IP Address,217.105.28.30,100,14,True,2025-04-20 14:39:00,R_3K72C1uxEWN0RKl,,,,,52.3975,4.9278,anonymous,EN,Luke,126,No,,,,,,,,,
2025-04-20 14:39:14,2025-04-20 14:41:26,IP Address,217.105.28.30,100,131,True,2025-04-20 14:41:26,R_2ZEMWnUU00DRxvQ,,,,,52.3975,4.9278,anonymous,EN,Luke,127,Yes,2,Separating families at the Border is the fault of bad legislation passed by the Democrats,Border Security laws should be changed but the Dems can’t get their act together!,,,,,,
2025-04-20 14:41:32,2025-04-20 14:42:10,IP Address,217.105.28.30,100,37,True,2025-04-20 14:42:10,R_82Pk4zCiZaeans4,,,,,52.3975,4.9278,anonymous,EN,Luke,128,No,,,,,,,,,
2025-04-20 14:42:15,2025-04-20 14:42:22,IP Address,217.105.28.30,100,7,True,2025-04-20 14:42:22,R_8nTRkrLYuINUukE,,,,,52.3975,4.9278,anonymous,EN,Luke,129,No,,,,,,,,,
2025-04-20 14:42:24,2025-04-20 14:42:42,IP Address,217.105.28.30,100,18,True,2025-04-20 14:42:42,R_8TWO1QQZB233mtc,,,,,52.3975,4.9278,anonymous,EN,Luke,130,No,,,,,,,,,
2025-04-20 14:42:44,2025-04-20 14:43:05,IP Address,217.105.28.30,100,21,True,2025-04-20 14:43:05,R_8IGk0nxdTDCHCzn,,,,,52.3975,4.9278,anonymous,EN,Luke,131,No,,,,,,,,,
2025-04-20 14:43:06,2025-04-20 14:43:27,IP Address,217.105.28.30,100,21,True,2025-04-20 14:43:28,R_8g5SUfsDAUuuOSF,,,,,52.3975,4.9278,anonymous,EN,Luke,132,No,,,,,,,,,
2025-04-20 14:43:29,2025-04-20 14:44:21,IP Address,217.105.28.30,100,51,True,2025-04-20 14:44:22,R_8lQPjqj0YIs9hDX,,,,,52.3975,4.9278,anonymous,EN,Luke,133,No,,,,,,,,,
2025-04-20 14:44:23,2025-04-20 14:45:04,IP Address,217.105.28.30,100,40,True,2025-04-20 14:45:04,R_2HU2rqEO3NwWzED,,,,,52.3975,4.9278,anonymous,EN,Luke,134,No,,,,,,,,,
2025-04-20 14:45:09,2025-04-20 14:45:28,IP Address,217.105.28.30,100,19,True,2025-04-20 14:45:29,R_8XdOjQ12f6Lt1Dx,,,,,52.3975,4.9278,anonymous,EN,Luke,135,No,,,,,,,,,
2025-04-20 14:45:34,2025-04-20 14:47:20,IP Address,217.105.28.30,100,105,True,2025-04-20 14:47:21,R_2db4KcjCYXXJjUl,,,,,52.3975,4.9278,anonymous,EN,Luke,136,No,,,,,,,,,
2025-04-20 14:47:21,2025-04-20 14:48:04,IP Address,217.105.28.30,100,42,True,2025-04-20 14:48:04,R_8CHjkpkkATdbYQ3,,,,,52.3975,4.9278,anonymous,EN,Luke,137,No,,,,,,,,,
2025-04-20 14:48:05,2025-04-20 14:48:25,IP Address,217.105.28.30,100,19,True,2025-04-20 14:48:25,R_8CH6f4S09jBwcLe,,,,,52.3975,4.9278,anonymous,EN,Luke,138,No,,,,,,,,,
2025-04-20 14:48:35,2025-04-20 14:48:42,IP Address,217.105.28.30,100,6,True,2025-04-20 14:48:42,R_8tCTfMcxCJHjeEN,,,,,52.3975,4.9278,anonymous,EN,Luke,139,No,,,,,,,,,
2025-04-20 14:49:14,2025-04-20 14:51:04,IP Address,217.105.28.30,100,109,True,2025-04-20 14:51:04,R_8sdBs2UTxn0zAuI,,,,,52.3975,4.9278,anonymous,EN,Luke,140,Yes,1," I fought hard for them and ultimately they will not pay tariffs selling into the E.U.",,,,,,,
2025-04-20 14:51:16,2025-04-20 14:52:18,IP Address,217.105.28.30,100,61,True,2025-04-20 14:52:18,R_2A3umHE8QzftFlL,,,,,52.3975,4.9278,anonymous,EN,Luke,141,Yes,1,"Many good conversations with North Korea-it is going well! In the meantime, no Rocket Launches or Nuclear Testing in 8 months....If not for me, we would now be at War with North Korea!",,,,,,,
2025-04-20 14:52:22,2025-04-20 14:52:39,IP Address,217.105.28.30,100,16,True,2025-04-20 14:52:39,R_2RyVVZQokP6qLIY,,,,,52.3975,4.9278,anonymous,EN,Luke,142,No,,,,,,,,,
2025-04-20 14:52:42,2025-04-20 14:53:12,IP Address,217.105.28.30,100,29,True,2025-04-20 14:53:12,R_25RE4Bgtl6zqhhe,,,,,52.3975,4.9278,anonymous,EN,Luke,143,No,,,,,,,,,
2025-04-20 14:53:13,2025-04-20 14:53:33,IP Address,217.105.28.30,100,19,True,2025-04-20 14:53:34,R_8B40PNoEurxWcPo,,,,,52.3975,4.9278,anonymous,EN,Luke,144,No,,,,,,,,,
2025-04-20 14:53:35,2025-04-20 14:53:48,IP Address,217.105.28.30,100,13,True,2025-04-20 14:53:49,R_8PHlEACqQrBFrIR,,,,,52.3975,4.9278,anonymous,EN,Luke,145,No,,,,,,,,,
2025-04-20 14:53:50,2025-04-20 14:54:02,IP Address,217.105.28.30,100,12,True,2025-04-20 14:54:03,R_8Vky4ZpIY0949xC,,,,,52.3975,4.9278,anonymous,EN,Luke,146,No,,,,,,,,,
2025-04-20 14:54:04,2025-04-20 14:54:19,IP Address,217.105.28.30,100,15,True,2025-04-20 14:54:19,R_80iPuZH5y9D04cJ,,,,,52.3975,4.9278,anonymous,EN,Luke,147,No,,,,,,,,,
2025-04-20 14:54:21,2025-04-20 14:54:40,IP Address,217.105.28.30,100,19,True,2025-04-20 14:54:40,R_8RmhzX2KCa8ynwd,,,,,52.3975,4.9278,anonymous,EN,Luke,148,No,,,,,,,,,
2025-04-20 14:54:43,2025-04-20 14:55:51,IP Address,217.105.28.30,100,68,True,2025-04-20 14:55:52,R_2MK8Wi19BBA3yfv,,,,,52.3975,4.9278,anonymous,EN,Luke,149,Yes,1,CNN is working frantically to find their “source.” ... Whatever was left of CNN’s credibility is now gone!,,,,,,,
2025-04-20 14:55:53,2025-04-20 14:57:33,IP Address,217.105.28.30,100,100,True,2025-04-20 14:57:34,R_2qahmzUE1OxJBZF,,,,,52.3975,4.9278,anonymous,EN,Luke,150,Yes,0,,,,,,,,
2025-04-20 15:06:41,2025-04-20 15:08:10,IP Address,217.117.235.2,100,88,True,2025-04-20 15:08:10,R_8IQ5tDpfJjgp4J0,,,,,52.3385,4.9168,anonymous,EN,Francesco,138,Yes,1,I had a GREAT meeting with Putin and the Fake News used every bit of their energy to try and disparage it. So bad for our country!,,,,,,,
2025-04-20 15:08:11,2025-04-20 15:10:16,IP Address,217.117.235.2,100,125,True,2025-04-20 15:10:17,R_7xxyLsZgdG4vUxm,,,,,52.3385,4.9168,anonymous,EN,Francesco,139,Yes,1,"All of the fools that are so focused on looking only at Russia should start also looking in another direction, China... if we are smart, tough and well prepared, we will get along with everyone!",,,,,,,
2025-04-20 15:10:18,2025-04-20 15:12:12,IP Address,217.117.235.2,100,113,True,2025-04-20 15:12:12,R_5syE83Nf3JnpPah,,,,,52.3385,4.9168,anonymous,EN,Francesco,140,Yes,1,"Surprised that Harley-Davidson, of all companies, would be the first to wave the White Flag... they will not pay tariffs selling into the E.U., which has hurt us badly on trade, down $151 Billion.",,,,,,,
2025-04-20 15:12:53,2025-04-20 15:13:24,IP Address,89.98.163.147,100,31,True,2025-04-20 15:13:25,R_8JxiOORCI75RAng,,,,,52.3672,4.918,anonymous,EN,Ada,51,No,,,,,,,,,
2025-04-20 15:13:26,2025-04-20 15:13:49,IP Address,89.98.163.147,100,23,True,2025-04-20 15:13:50,R_8Cjlvyi2MonJQ9l,,,,,52.3672,4.918,anonymous,EN,Ada,52,No,,,,,,,,,
2025-04-20 15:12:14,2025-04-20 15:14:37,IP Address,217.117.235.2,100,142,True,2025-04-20 15:14:37,R_8eMueQXohP86NLX,,,,,52.3385,4.9168,anonymous,EN,Francesco,141,Yes,2,"Many good conversations with North Korea-it is going well! In the meantime, no Rocket Launches or Nuclear Testing in 8 months. All of Asia is thrilled.","If not for me, we would now be at War with North Korea!",,,,,,
2025-04-20 15:14:38,2025-04-20 15:15:52,IP Address,217.117.235.2,100,73,True,2025-04-20 15:15:52,R_27KgYfgkG5juMHH,,,,,52.3385,4.9168,anonymous,EN,Francesco,142,No,,,,,,,,,
2025-04-20 15:15:53,2025-04-20 15:16:43,IP Address,217.117.235.2,100,49,True,2025-04-20 15:16:43,R_2x0iamljaI5pMZ3,,,,,52.3385,4.9168,anonymous,EN,Francesco,143,No,,,,,,,,,
2025-04-20 15:16:44,2025-04-20 15:18:17,IP Address,217.117.235.2,100,93,True,2025-04-20 15:18:18,R_8zAtXEFL55kDsG4,,,,,52.3385,4.9168,anonymous,EN,Francesco,`144,No,,,,,,,,,
2025-04-20 15:18:18,2025-04-20 15:18:34,IP Address,217.117.235.2,100,15,True,2025-04-20 15:18:34,R_8SQRYCh02LR1pSN,,,,,52.3385,4.9168,anonymous,EN,Francesco,145,No,,,,,,,,,
2025-04-20 15:18:36,2025-04-20 15:19:12,IP Address,217.117.235.2,100,36,True,2025-04-20 15:19:12,R_8duqu0ITAjXVDRn,,,,,52.3385,4.9168,anonymous,EN,Francesco,146,No,,,,,,,,,
2025-04-20 15:19:13,2025-04-20 15:19:39,IP Address,217.117.235.2,100,26,True,2025-04-20 15:19:40,R_8PH2YO4CHTySKIg,,,,,52.3385,4.9168,anonymous,EN,Francesco,147,No,,,,,,,,,
2025-04-20 15:19:41,2025-04-20 15:21:16,IP Address,217.117.235.2,100,94,True,2025-04-20 15:21:16,R_8k4zZ2A8K9kYnZ7,,,,,52.3385,4.9168,anonymous,EN,Francesco,148,No,,,,,,,,,
2025-04-20 15:21:17,2025-04-20 15:22:43,IP Address,217.117.235.2,100,85,True,2025-04-20 15:22:43,R_8gqiZ7q0MuwFWGU,,,,,52.3385,4.9168,anonymous,EN,Francesco,149,Yes,1,CNN is working frantically to find their “source.” Look hard because it doesn’t exist. Whatever was left of CNN’s credibility is now gone!,,,,,,,
2025-04-20 15:22:45,2025-04-20 15:24:09,IP Address,217.117.235.2,100,83,True,2025-04-20 15:24:09,R_8EOEB6LPCxDhxdv,,,,,52.3385,4.9168,anonymous,EN,Francesco,150,No,,,,,,,,,
2025-04-20 15:13:51,2025-04-20 15:49:36,IP Address,89.98.163.147,100,2144,True,2025-04-20 15:49:36,R_81aVJXhqiXf7DFs,,,,,52.3672,4.918,anonymous,EN,Ada,53,Yes,1,"China has openly stated that they are actively trying to impact and change our election by attacking our farmers, ranchers and industrial workers because of their loyalty to me.",,,,,,,
2025-04-20 15:49:38,2025-04-20 15:49:54,IP Address,89.98.163.147,100,15,True,2025-04-20 15:49:54,R_5iLm7R72qxLMBaW,,,,,52.3672,4.918,anonymous,EN,Ada,54,No,,,,,,,,,
2025-04-20 15:49:55,2025-04-20 15:50:14,IP Address,89.98.163.147,100,19,True,2025-04-20 15:50:15,R_5enEhcargXWdvEd,,,,,52.3672,4.918,anonymous,EN,Ada,55,No,,,,,,,,,
2025-04-20 15:50:21,2025-04-20 15:50:38,IP Address,89.98.163.147,100,17,True,2025-04-20 15:50:38,R_5kMyiMmbIwZX6ty,,,,,52.3672,4.918,anonymous,EN,Ada,56,No,,,,,,,,,
2025-04-20 15:50:39,2025-04-20 15:54:13,IP Address,89.98.163.147,100,213,True,2025-04-20 15:54:14,R_5lyOdeQRqq41xvk,,,,,52.3672,4.918,anonymous,EN,Ada,57,No,,,,,,,,,
2025-04-20 15:54:15,2025-04-20 16:08:24,IP Address,89.98.163.147,100,849,True,2025-04-20 16:08:24,R_85A5HSt3j4Mo7da,,,,,52.3672,4.918,anonymous,EN,Ada,58,No,,,,,,,,,
2025-04-20 16:08:26,2025-04-20 16:08:39,IP Address,89.98.163.147,100,13,True,2025-04-20 16:08:39,R_2JdFJQIIoFT3Rv3,,,,,52.3672,4.918,anonymous,EN,Ada,59,No,,,,,,,,,
2025-04-20 16:08:41,2025-04-20 16:13:05,IP Address,89.98.163.147,100,263,True,2025-04-20 16:13:05,R_2e2fWYYePZSnciZ,,,,,52.3672,4.918,anonymous,EN,Ada,60,No,,,,,,,,,
2025-04-20 16:13:06,2025-04-20 16:13:23,IP Address,89.98.163.147,100,16,True,2025-04-20 16:13:23,R_8flRfRfy2F1GA67,,,,,52.3672,4.918,anonymous,EN,Ada,61,No,,,,,,,,,
2025-04-20 16:13:24,2025-04-20 16:13:51,IP Address,89.98.163.147,100,27,True,2025-04-20 16:13:52,R_8LsaBvLhDZpfR8l,,,,,52.3672,4.918,anonymous,EN,Ada,62,No,,,,,,,,,
2025-04-20 16:13:53,2025-04-20 16:14:21,IP Address,89.98.163.147,100,28,True,2025-04-20 16:14:22,R_8074R4OC19QPIBz,,,,,52.3672,4.918,anonymous,EN,Ada,63,No,,,,,,,,,
2025-04-20 16:14:23,2025-04-20 16:15:06,IP Address,89.98.163.147,100,43,True,2025-04-20 16:15:06,R_82PT0wg52nbG5sR,,,,,52.3672,4.918,anonymous,EN,Ada,64,No,,,,,,,,,
2025-04-20 16:15:08,2025-04-20 16:16:25,IP Address,89.98.163.147,100,77,True,2025-04-20 16:16:25,R_24u4k4bpXUkr2wm,,,,,52.3672,4.918,anonymous,EN,Ada,65,Yes,1,"“Ohr told the FBI it (the Fake Dossier) wasn’t true, it was a lie and the FBI was determined to use it anyway to damage Trump and to perpetrate a fraud on the court to spy on the Trump campaign.",,,,,,,
2025-04-20 16:16:27,2025-04-20 16:17:11,IP Address,89.98.163.147,100,44,True,2025-04-20 16:17:11,R_8PN2LXrl15SumCf,,,,,52.3672,4.918,anonymous,EN,Ada,66,No,,,,,,,,,
2025-04-20 16:17:12,2025-04-20 16:17:38,IP Address,89.98.163.147,100,26,True,2025-04-20 16:17:39,R_28JgcldNiOL36wx,,,,,52.3672,4.918,anonymous,EN,Ada,67,No,,,,,,,,,
2025-04-20 16:17:40,2025-04-20 16:18:37,IP Address,89.98.163.147,100,57,True,2025-04-20 16:18:38,R_8QvkcJiEkuk5lVn,,,,,52.3672,4.918,anonymous,EN,Ada,68,No,,,,,,,,,
2025-04-20 16:21:04,2025-04-20 16:23:50,IP Address,89.98.163.147,100,165,True,2025-04-20 16:23:50,R_2qVQdJMIYpzCa6l,,,,,52.3672,4.918,anonymous,EN,Ada,69,No,,,,,,,,,
